asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
PUFFER,puffer-finance,False,,,PUFFERUSDT,1.0,2025-06-04,2026-04-06,"ticker match; vs CoinGecko puffer-finance: 307 days, median gap 0.25%"
PUMP,pump-fun,True,,,PUMPUSDT,1.0,2025-07-10,,"ticker match; vs CoinGecko pump-fun: 432 days, median gap 0.08%"
PUMPBTC,pumpbtc,False,,,,,,,no Binance USDT perp validated
PUMPCADE,pumpcade,True,,,,,,,no Binance USDT perp validated
PUNDIAI,pundi-aifx,False,,,,,,,no Binance USDT perp validated
PUNDIX,pundi-x-2,True,,,PUNDIXUSDT,1.0,2025-04-30,,"ticker match; vs CoinGecko pundi-x-2: 506 days, median gap 0.15%"
PUNDU,pundu,False,,,,,,,no Binance USDT perp validated
PUP,pup-token,False,,,,,,,no Binance USDT perp validated
PUPDOGE,pup-doge,False,,,,,,,no Binance USDT perp validated
PUPPIES,i-love-puppies,False,,,,,,,no Binance USDT perp validated
PUPS,rune-pups,False,,,,,,,no Binance USDT perp validated
PURPE,purple-pepe,False,,,,,,,no Binance USDT perp validated
PURR,purr-2,True,,,,,,,no Binance USDT perp validated
PUSD,palm-usd,True,,,,,,,no Binance USDT perp validated
PUSS,puss,False,,,,,,,no Binance USDT perp validated
PVS,pvs,False,,,,,,,no Binance USDT perp validated
PX,not-pixel,False,,,,,,,no Binance USDT perp validated
PXETH,dinero-staked-eth,False,,,,,,,no Binance USDT perp validated
PYBOBO,capybobo,True,,,,,,,no Binance USDT perp validated
PYR,vulcan-forged,False,,,,,,,no Binance USDT perp validated
PYTH,pyth-network,True,,,PYTHUSDT,1.0,2023-11-22,,"ticker match; vs CoinGecko pyth-network: 728 days, median gap 0.13%"
PYTHIA,pythia,True,,,,,,,no Binance USDT perp validated
PYUSD,paypal-usd,True,,,,,,,no Binance USDT perp validated
PZETH,renzo-restaked-lst,False,,,,,,,no Binance USDT perp validated
Q,quack-ai,True,,,QUSDT,1.0,2025-09-02,,"ticker match; vs CoinGecko quack-ai: 381 days, median gap 0.32%"
QACE,qace-dynamics,False,,,,,,,no Binance USDT perp validated
QAI,quantixai,False,,,,,,,no Binance USDT perp validated
QANX,qanplatform,True,,,,,,,no Binance USDT perp validated
QBIT,qubit-2,False,,,,,,,no Binance USDT perp validated
QBX,qbx,False,,,,,,,no Binance USDT perp validated
QFI,quantixai,True,,,,,,,no Binance USDT perp validated
QI,benqi,False,,,,,,,no Binance USDT perp validated
QKA,qkacoin,True,,,,,,,no Binance USDT perp validated
QKC,quark-chain,True,,,,,,,no Binance USDT perp validated
QNT,quant-network,True,,,QNTUSDT,1.0,2022-10-18,,"ticker match; vs CoinGecko quant-network: 728 days, median gap 0.11%"
QORPO,qopro,False,,,,,,,no Binance USDT perp validated
QQQON,invesco-qqq-etf-ondo-tokenized-etf,True,,,,,,,no Binance USDT perp validated
QQQX,nasdaq-xstock,True,,,,,,,no Binance USDT perp validated
QRL,quantum-resistant-ledger,True,,,,,,,no Binance USDT perp validated
QST,qustream,False,,,,,,,no Binance USDT perp validated
QTC,qubitcoin-2,False,,,,,,,no Binance USDT perp validated
QTUM,qtum,True,,,QTUMUSDT,1.0,2020-02-20,,"ticker match; vs CoinGecko qtum: 728 days, median gap 0.13%"
QUACK,richquack,False,,,,,,,no Binance USDT perp validated
QUAI,quai-network,True,,,,,,,no Binance USDT perp validated
QUBIC,qubic-network,True,,,,,,,no Binance USDT perp validated
QUICK,quickswap,False,,,QUICKUSDT,1.0,2024-09-06,2025-11-27,"ticker match; vs CoinGecko quickswap: 434 days, median gap 0.10%"
QUIL,wrapped-quil,False,,,,,,,no Binance USDT perp validated
QUP,qup-coin,False,,,,,,,no Binance USDT perp validated
QUQ,quq,False,,,,,,,no Binance USDT perp validated
QUSDT,qusdt,False,,,,,,,no Binance USDT perp validated
RACA,radio-caca,False,,,,,,,no Binance USDT perp validated
RAD,radicle,False,,,,,,,no Binance USDT perp validated
RADR,radr,False,,,,,,,no Binance USDT perp validated
RAIL,railgun,True,,,,,,,no Binance USDT perp validated
RAIN,rain,True,,,,,,,no Binance USDT perp validated
RAMP,ramp,False,,,,,,,no Binance USDT perp validated
RARE,superrare,False,,,RAREUSDT,1.0,2024-08-15,,"ticker match; vs CoinGecko superrare: 728 days, median gap 0.13%"
RARI,rarible,False,,,,,,,no Binance USDT perp validated
RAVE,ravedao,True,,,RAVEUSDT,1.0,2025-12-14,,"ticker match; vs CoinGecko ravedao: 278 days, median gap 0.32%"
RAY,raydium,True,,,,,,,no Binance USDT perp validated
RBN,ribbon-finance,False,,,,,,,no Binance USDT perp validated
RBNT,redbelly-network-token,False,,,,,,,no Binance USDT perp validated
RBTC,rootstock,False,,,,,,,no Binance USDT perp validated
RCH,rch-token,False,,,,,,,no Binance USDT perp validated
RDNT,radiant-capital,False,,,,,,,no Binance USDT perp validated
RE7WBTC,re7-wbtc-morpho-vault,False,,,,,,,no Binance USDT perp validated
RE7WETH,re7-weth,False,,,,,,,no Binance USDT perp validated
REACT,reactive-network,False,,,,,,,no Binance USDT perp validated
READY,ready,False,,,,,,,no Binance USDT perp validated
REAL,reallink,True,,,,,,,no Binance USDT perp validated
RECALL,recall,False,,,RECALLUSDT,1.0,2025-10-15,,"ticker match; vs CoinGecko recall: 338 days, median gap 0.23%"
RED,redstone-oracles,True,,,REDUSDT,1.0,2025-03-06,,"ticker match; vs CoinGecko redstone-oracles: 561 days, median gap 0.18%"
REDO,resistance-dog,False,,,,,,,no Binance USDT perp validated
REE,reecoin-2,False,,,,,,,no Binance USDT perp validated
REEF,reef,False,,,REEFUSDT,1.0,2021-01-25,2025-01-21,"ticker match; vs CoinGecko reef: 124 days, median gap 0.22%"
REF,ref-finance,False,,,,,,,no Binance USDT perp validated
REG,realtoken-ecosystem-governance,False,,,,,,,no Binance USDT perp validated
REI,unit-00-rei,True,,,,,,,no Binance USDT perp validated
REKT,rekt-4,True,,,,,,,no Binance USDT perp validated
REN,republic-protocol,False,,,RENUSDT,1.0,2020-10-13,2024-12-02,"ticker match; vs CoinGecko republic-protocol: 74 days, median gap 0.11%"
RENDER,render-token,True,,,RENDERUSDT,1.0,2024-07-26,,"ticker match; vs CoinGecko render-token: 728 days, median gap 0.11%"
RENTA,renta-network,False,,,,,,,no Binance USDT perp validated
REP,augur,False,,,,,,,no Binance USDT perp validated
REPPO,reppo,False,,,,,,,no Binance USDT perp validated
REQ,request-network,True,,,,,,,no Binance USDT perp validated
RESOLV,resolv,False,,,RESOLVUSDT,1.0,2025-06-10,,"ticker match; vs CoinGecko resolv: 465 days, median gap 0.20%"
REST,just-need-some-rest,False,,,,,,,no Binance USDT perp validated
RETARDIO,retardio,False,,,,,,,no Binance USDT perp validated
RETH,rocket-pool-eth,False,,,,,,,no Binance USDT perp validated
REUR,royal-euro,True,,,,,,,no Binance USDT perp validated
REUSD,re-protocol-reusd,True,,,,,,,no Binance USDT perp validated
REUSDE,re-protocol-reusde,True,,,,,,,no Binance USDT perp validated
REX33,etherex-liquid-staking-token,False,,,,,,,no Binance USDT perp validated
REZ,renzo,True,,,REZUSDT,1.0,2024-04-30,,"ticker match; vs CoinGecko renzo: 728 days, median gap 0.16%"
RFD,refund,False,,,,,,,no Binance USDT perp validated
RHEA,rhea-2,False,,,,,,,no Binance USDT perp validated
RICH,ostrich,False,,,,,,,no Binance USDT perp validated
RIF,rif-token,True,,,RIFUSDT,1.0,2023-10-21,,"ticker match; vs CoinGecko rif-token: 728 days, median gap 0.13%"
RIFT,rift-ai,False,,,,,,,no Binance USDT perp validated
RIO,realio-network,False,,,,,,,no Binance USDT perp validated
RION,hyperion-2,False,,,,,,,no Binance USDT perp validated
RISE,infinity-rising,False,,,,,,,no Binance USDT perp validated
RIV,riv-coin,True,,,,,,,no Binance USDT perp validated
RIVER,river,True,,,RIVERUSDT,1.0,2025-10-17,,"ticker match; vs CoinGecko river: 336 days, median gap 0.26%"
RIZE,rize,False,,,,,,,no Binance USDT perp validated
RLB,rollbit-coin,True,,,,,,,no Binance USDT perp validated
RLC,iexec-rlc,True,,,RLCUSDT,1.0,2020-07-31,,"ticker match; vs CoinGecko iexec-rlc: 728 days, median gap 0.16%"
RLP,resolv-rlp,False,,,,,,,no Binance USDT perp validated
RLS,rayls,False,,,RLSUSDT,1.0,2025-12-02,2026-04-07,"ticker match; vs CoinGecko rayls: 127 days, median gap 0.18%"
RLUSD,ripple-usd,True,,,,,,,no Binance USDT perp validated
RNT,reental,False,,,,,,,no Binance USDT perp validated
ROA,roaland-core,False,,,,,,,no Binance USDT perp validated
ROAM,roam-token,False,,,,,,,no Binance USDT perp validated
ROAR,og-roaring-kitty,False,,,,,,,no Binance USDT perp validated
ROBO,robo-token-2,True,,,ROBOUSDT,1.0,2026-02-27,,"ticker match; vs CoinGecko robo-token-2: 203 days, median gap 0.15%"
ROCK,zenrock,False,,,,,,,no Binance USDT perp validated
ROCK.RETH,rocksolid-reth,False,,,,,,,no Binance USDT perp validated
RON,ronin,True,,,,,,,no Binance USDT perp validated
ROSA,rosa-inu,True,,,,,,,no Binance USDT perp validated
ROSE,oasis-network,True,,,ROSEUSDT,1.0,2021-12-31,,"ticker match; vs CoinGecko oasis-network: 728 days, median gap 0.13%"
RPL,rocket-pool,True,,,RPLUSDT,1.0,2024-09-09,,"ticker match; vs CoinGecko rocket-pool: 728 days, median gap 0.17%"
RSC,researchcoin,True,,,,,,,no Binance USDT perp validated
RSERG,rserg,False,,,,,,,no Binance USDT perp validated
RSETH,kelp-dao-restaked-eth,False,,,,,,,no Binance USDT perp validated
RSR,reserve-rights-token,True,,,RSRUSDT,1.0,2020-10-19,,"ticker match; vs CoinGecko reserve-rights-token: 728 days, median gap 0.13%"
RSS3,rss3,False,,,,,,,no Binance USDT perp validated
RSTETH,restaking-vault-eth,False,,,,,,,no Binance USDT perp validated
RSUP,resupply,False,,,,,,,no Binance USDT perp validated
RSWETH,restaked-swell-eth,False,,,,,,,no Binance USDT perp validated
RT,rhetor,False,,,,,,,no Binance USDT perp validated
RUBY,ruby-coin,False,,,,,,,no Binance USDT perp validated
RUJI,rujira,True,,,,,,,no Binance USDT perp validated
RUNE,thorchain,True,,,RUNEUSDT,1.0,2020-09-04,,"ticker match; vs CoinGecko thorchain: 728 days, median gap 0.12%"
RUSD,royal-dollar,True,,,,,,,no Binance USDT perp validated
RUSDC,relend-network-usdc-swell,False,,,,,,,no Binance USDT perp validated
RUSDC-HYPER,relend-network-usdc-hyperevm,False,,,,,,,no Binance USDT perp validated
RUSSELL,russell,False,,,,,,,no Binance USDT perp validated
RVF,rocketx,False,,,,,,,no Binance USDT perp validated
RVN,ravencoin,True,,,RVNUSDT,1.0,2021-02-23,,"ticker match; vs CoinGecko ravencoin: 728 days, median gap 0.15%"
RVV,astra-nova,False,,,RVVUSDT,1.0,2025-10-18,2026-02-09,"ticker match; vs CoinGecko astra-nova: 115 days, median gap 0.39%"
RWA,allo,False,,,,,,,no Binance USDT perp validated
RXRC,rxr-coin,False,,,,,,,no Binance USDT perp validated
RYZE,ryze,True,,,,,,,no Binance USDT perp validated
RZR,rezor,False,,,,,,,no Binance USDT perp validated
S,sonic-3,True,,,SUSDT,1.0,2025-01-16,,"ticker match; vs CoinGecko sonic-3: 610 days, median gap 0.13%"
SACHI,sachicoin,False,,,,,,,no Binance USDT perp validated
SAD,sad-coin,False,,,,,,,no Binance USDT perp validated
SAFE,safe,True,,,SAFEUSDT,1.0,2024-10-25,,"ticker match; vs CoinGecko safe: 693 days, median gap 0.17%"
SAFEMARS,safemars,False,,,,,,,no Binance USDT perp validated
SAGA,saga-2,False,,,SAGAUSDT,1.0,2024-04-09,,"ticker match; vs CoinGecko saga-2: 728 days, median gap 0.13%"
SAHARA,sahara-ai,True,,,SAHARAUSDT,1.0,2025-06-26,,"ticker match; vs CoinGecko sahara-ai: 449 days, median gap 0.21%"
SAI,sai,True,,,,,,,no Binance USDT perp validated
SAITO,saito,False,,,,,,,no Binance USDT perp validated
SAMA,exosama-network,False,,,,,,,no Binance USDT perp validated
SAMO,samoyedcoin,False,,,,,,,no Binance USDT perp validated
SAN,santiment-network-token,False,,,,,,,no Binance USDT perp validated
SAND,the-sandbox,True,,,SANDUSDT,1.0,2021-01-18,,"ticker match; vs CoinGecko the-sandbox: 728 days, median gap 0.10%"
SANTA,santa-by-virtuals,False,,,,,,,no Binance USDT perp validated
SANTOS,santos-fc-fan-token,True,,,SANTOSUSDT,1.0,2024-10-28,,"ticker match; vs CoinGecko santos-fc-fan-token: 690 days, median gap 0.13%"
SAPIEN,sapien-2,True,,,SAPIENUSDT,1.0,2025-08-20,,"ticker match; vs CoinGecko sapien-2: 394 days, median gap 0.15%"
SAROS,saros-finance,False,,,,,,,no Binance USDT perp validated
SATS,sats-ordinals,True,,,1000SATSUSDT,1000.0,2023-12-12,,"ticker match; vs CoinGecko sats-ordinals: 728 days, median gap 0.18%"
SATUSD,satoshi-stablecoin,True,,,,,,,no Binance USDT perp validated
SAUCE,saucerswap,True,,,,,,,no Binance USDT perp validated
SAVAX,benqi-liquid-staked-avax,False,,,,,,,no Binance USDT perp validated
SAVE,save,False,,,,,,,no Binance USDT perp validated
SAVUSD,avant-staked-usd,False,,,,,,,no Binance USDT perp validated
SB,snowbank,True,,,,,,,no Binance USDT perp validated
SBD,steem-dollars,False,,,,,,,no Binance USDT perp validated
SBETH,sui-bridged-ether-sui,False,,,,,,,no Binance USDT perp validated
SBTC,sbtc-2,False,,,,,,,no Binance USDT perp validated
SBUSDT,sui-bridged-usdt-sui,False,,,,,,,no Binance USDT perp validated
SC,siacoin,True,,,,,,,no Binance USDT perp validated
SCA,scallop-2,False,,,,,,,no Binance USDT perp validated
SCFX,shui-cfx,False,,,,,,,no Binance USDT perp validated
SCR,scroll,False,,,SCRUSDT,1.0,2024-10-22,,"ticker match; vs CoinGecko scroll: 696 days, median gap 0.12%"
SCRT,secret,True,,,SCRTUSDT,1.0,2024-11-21,2026-08-25,"ticker match; vs CoinGecko secret: 643 days, median gap 0.20%"
SCRVUSD,savings-crvusd,False,,,,,,,no Binance USDT perp validated
SCS,solcasino-token,False,,,,,,,no Binance USDT perp validated
SD,stader,False,,,,,,,no Binance USDT perp validated
SDAI,savings-dai,False,,,,,,,no Binance USDT perp validated
SDEX,smardex,True,,,,,,,no Binance USDT perp validated
SDL,stake-link,False,,,,,,,no Binance USDT perp validated
SDOLA,sdola,False,,,,,,,no Binance USDT perp validated
SDT,stake-dao,False,,,,,,,no Binance USDT perp validated
SEAM,seamless-protocol,False,,,,,,,no Binance USDT perp validated
SEDA,seda-2,True,,,,,,,no Binance USDT perp validated
SEED,garden-2,False,,,,,,,no Binance USDT perp validated
SEI,sei-network,True,,,SEIUSDT,1.0,2023-08-17,,"ticker match; vs CoinGecko sei-network: 728 days, median gap 0.10%"
SENA,ethena-staked-ena,False,,,,,,,no Binance USDT perp validated
SEND,send-token-2,False,,,,,,,no Binance USDT perp validated
SENT,sentient,True,,,SENTUSDT,1.0,2025-11-14,,"ticker match; vs CoinGecko sentient: 240 days, median gap 0.17%"
SENTIS,sentismai,False,,,,,,,no Binance USDT perp validated
SERAPH,seraph,False,,,,,,,no Binance USDT perp validated
SERV,openserv,False,,,,,,,no Binance USDT perp validated
SESH,session-token,False,,,,,,,no Binance USDT perp validated
SETH,seth,False,,,,,,,no Binance USDT perp validated
SETH2,seth2,False,,,,,,,no Binance USDT perp validated
SFI,saffron-finance,False,,,,,,,no Binance USDT perp validated
SFLR,sceptre-staked-flr,False,,,,,,,no Binance USDT perp validated
SFP,safepal,True,,,SFPUSDT,1.0,2021-02-24,,"ticker match; vs CoinGecko safepal: 728 days, median gap 0.10%"
SFRXETH,staked-frax-ether,False,,,,,,,no Binance USDT perp validated
SFRXUSD,staked-frax-usd,True,,,,,,,no Binance USDT perp validated
SFUND,seedify-fund,False,,,,,,,no Binance USDT perp validated
SGB,songbird,True,,,,,,,no Binance USDT perp validated
SGC,battle-of-three-kingdoms,False,,,,,,,no Binance USDT perp validated
SHACK,shack-token,False,,,,,,,no Binance USDT perp validated
SHARP,sharp-token,False,,,,,,,no Binance USDT perp validated
SHDW,genesysgo-shadow,False,,,,,,,no Binance USDT perp validated
SHELL,myshell,False,,,SHELLUSDT,1.0,2025-02-17,,"ticker match; vs CoinGecko myshell: 578 days, median gap 0.15%"
SHFL,shuffle-2,True,,,,,,,no Binance USDT perp validated
SHIB,shiba-inu,True,,,1000SHIBUSDT,1000.0,2021-05-10,,"ticker match; vs CoinGecko shiba-inu: 728 days, median gap 0.09%"
SHIDO,shido-2,False,,,,,,,no Binance USDT perp validated
SHMON,shmonad,False,,,,,,,no Binance USDT perp validated
SHOGGOTH,shoggoth,False,,,,,,,no Binance USDT perp validated
SHRAP,shrapnel-2,False,,,,,,,no Binance USDT perp validated
SHRUB,shrub,False,,,,,,,no Binance USDT perp validated
SHX,stronghold-token,True,,,,,,,no Binance USDT perp validated
SIERRA,sierra-2,True,,,,,,,no Binance USDT perp validated
SIGMA,sigmadotmoney,False,,,,,,,no Binance USDT perp validated
SIGN,sign-global,True,,,SIGNUSDT,1.0,2025-04-28,,"ticker match; vs CoinGecko sign-global: 508 days, median gap 0.18%"
SILO,silo-finance-2,False,,,,,,,no Binance USDT perp validated
SINGULARRY,singularry,True,,,,,,,no Binance USDT perp validated
SIPHER,sipher,False,,,,,,,no Binance USDT perp validated
SIRE,draiftking,False,,,,,,,no Binance USDT perp validated
SIREN,siren-2,True,,,SIRENUSDT,1.0,2025-03-22,,"ticker match; vs CoinGecko siren-2: 545 days, median gap 0.31%"
SIS,symbiosis-finance,False,,,,,,,no Binance USDT perp validated
SIX,six-network,False,,,,,,,no Binance USDT perp validated
SKEB,skeb,False,,,,,,,no Binance USDT perp validated
SKEY,skey-network,False,,,,,,,no Binance USDT perp validated
SKI,ski-mask-dog,False,,,,,,,no Binance USDT perp validated
SKL,skale,True,,,SKLUSDT,1.0,2020-08-24,,"ticker match; vs CoinGecko skale: 728 days, median gap 0.14%"
SKORAI,skor-ai,False,,,,,,,no Binance USDT perp validated
SKR,seeker,True,,,SKRUSDT,1.0,2026-01-22,,"ticker match; vs CoinGecko seeker: 239 days, median gap 0.15%"
SKY,sky,True,,,SKYUSDT,1.0,2025-09-09,,"ticker match; vs CoinGecko sky: 374 days, median gap 0.12%"
SKYAI,skyai,True,,,SKYAIUSDT,1.0,2025-05-13,,"ticker match; vs CoinGecko skyai: 493 days, median gap 0.29%"
SLC,silencio,False,,,,,,,no Binance USDT perp validated
SLERF,slerf-2,False,,,,,,,no Binance USDT perp validated
SLIM,solanium,False,,,,,,,no Binance USDT perp validated
SLOTH,slothana,False,,,,,,,no Binance USDT perp validated
SLP,smooth-love-potion,True,,,SLPUSDT,1.0,2025-07-23,,"ticker match; vs CoinGecko smooth-love-potion: 422 days, median gap 0.21%"
SLR,solarcoin,False,,,,,,,no Binance USDT perp validated
SLT,salute,False,,,,,,,no Binance USDT perp validated
SLVON,ishares-silver-trust-ondo-tokenized-stock,True,,,,,,,no Binance USDT perp validated
SMON,kintsu-staked-monad,False,,,,,,,no Binance USDT perp validated
SMSUSD,staked-msusd,False,,,,,,,no Binance USDT perp validated
SMT,swarm-markets,False,,,,,,,no Binance USDT perp validated
SN1,apex-5,False,,,,,,,no Binance USDT perp validated
SN10,sturdy-subnet,False,,,,,,,no Binance USDT perp validated
SN102,better-therapy,False,,,,,,,no Binance USDT perp validated
SN106,liquidity-provisioning,False,,,,,,,no Binance USDT perp validated
SN11,dippy,False,,,,,,,no Binance USDT perp validated
SN12,compute-horde,False,,,,,,,no Binance USDT perp validated
SN120,affine,True,,,,,,,no Binance USDT perp validated
SN121,sundae-bar,False,,,,,,,no Binance USDT perp validated
SN123,mantis-2,False,,,,,,,no Binance USDT perp validated
SN124,swarm-3,False,,,,,,,no Binance USDT perp validated
SN125,8-ball,False,,,,,,,no Binance USDT perp validated
SN127,cel-ai,False,,,,,,,no Binance USDT perp validated
SN13,data-universe,False,,,,,,,no Binance USDT perp validated
SN14,taohash,False,,,,,,,no Binance USDT perp validated
SN15,bitquant,False,,,,,,,no Binance USDT perp validated
SN16,bitads,False,,,,,,,no Binance USDT perp validated
SN17,404-gen,True,,,,,,,no Binance USDT perp validated
SN18,zeus-5,False,,,,,,,no Binance USDT perp validated
SN19,nineteen-ai,True,,,,,,,no Binance USDT perp validated
SN2,omron,False,,,,,,,no Binance USDT perp validated
SN20,bitagent-rizzo,False,,,,,,,no Binance USDT perp validated
SN21,omega-any-to-any,False,,,,,,,no Binance USDT perp validated
SN22,desearch,False,,,,,,,no Binance USDT perp validated
SN23,nuance-2,False,,,,,,,no Binance USDT perp validated
SN24,omega-labs,True,,,,,,,no Binance USDT perp validated
SN25,mainframe-2,False,,,,,,,no Binance USDT perp validated
SN26,storb,False,,,,,,,no Binance USDT perp validated
SN27,ni-compute,False,,,,,,,no Binance USDT perp validated
SN29,coldint,False,,,,,,,no Binance USDT perp validated
SN3,templar,True,,,,,,,no Binance USDT perp validated
SN30,bettensor,False,,,,,,,no Binance USDT perp validated
SN32,itsai,False,,,,,,,no Binance USDT perp validated
SN33,readyai,False,,,,,,,no Binance USDT perp validated
SN34,bitmind,True,,,,,,,no Binance USDT perp validated
